flight_number,aircraft_tail,origin_iata,destination_iata,scheduled_departure,scheduled_arrival,hour_of_day,day_of_week,is_weekend,month,turnaround_time_min,dep_temperature_c,dep_wind_speed_kmh,dep_visibility_m,dep_humidity_pct,dep_congestion_ratio
FL2287,VT-062,DEL,BOM,2026-04-02 07:09:00,2026-04-02 08:20:00,7,3,0,4,44,28.98,24.98,4294.77,54.02,0.41
FL2288,VT-062,BOM,BLR,2026-04-02 09:04:00,2026-04-02 11:12:00,9,3,0,4,54,27.95,20.86,9246.05,88.75,0.46
FL2289,VT-062,BLR,HYD,2026-04-02 12:06:00,2026-04-02 14:02:00,12,3,0,4,85,26.79,22.63,4626.04,45.64,0.91
FL2290,VT-062,DEL,BOM,2026-04-02 23:27:00,2026-04-03 01:22:00,23,3,0,4,64,25.78,13.6,4298.06,76.84,0.62
FL2291,VT-062,BOM,BLR,2026-04-03 02:26:00,2026-04-03 03:56:00,2,4,0,4,81,31.71,24.79,2437.96,57.75,0.64
FL2292,VT-062,BLR,HYD,2026-04-03 05:17:00,2026-04-03 07:47:00,5,4,0,4,56,22.0,19.58,8997.98,86.94,0.86
FL2293,VT-062,DEL,BOM,2026-04-03 16:43:00,2026-04-03 18:48:00,16,4,0,4,46,30.14,22.01,6404.36,81.29,0.51
FL2294,VT-062,BOM,BLR,2026-04-03 19:34:00,2026-04-03 21:47:00,19,4,0,4,67,23.47,14.35,4284.64,88.08,0.52
FL2295,VT-062,BLR,HYD,2026-04-03 22:54:00,2026-04-04 00:45:00,22,4,0,4,41,26.38,6.96,6214.54,42.85,0.38
FL2296,VT-062,DEL,BOM,2026-04-04 09:26:00,2026-04-04 11:48:00,9,5,1,4,48,29.24,13.67,8397.53,76.97,0.6
FL2297,VT-062,BOM,BLR,2026-04-04 12:36:00,2026-04-04 15:00:00,12,5,1,4,56,24.01,11.67,4531.75,78.7,0.34
FL2298,VT-062,BLR,HYD,2026-04-04 15:56:00,2026-04-04 18:06:00,15,5,1,4,37,25.62,9.71,9460.03,82.98,0.8
FL2299,VT-062,DEL,BOM,2026-04-05 02:43:00,2026-04-05 04:38:00,2,6,1,4,53,29.73,14.64,6162.59,88.76,0.98
FL2300,VT-062,BOM,BLR,2026-04-05 05:31:00,2026-04-05 07:56:00,5,6,1,4,67,32.43,8.94,3708.3,73.8,0.58
FL2301,VT-062,BLR,HYD,2026-04-05 09:03:00,2026-04-05 11:31:00,9,6,1,4,35,27.77,23.63,2712.08,65.58,0.94
FL2302,VT-063,BOM,DEL,2026-04-01 04:00:00,2026-04-01 05:06:00,4,2,0,4,80,35.4,8.19,9744.18,85.74,0.42
FL2303,VT-063,DEL,CCU,2026-04-01 06:26:00,2026-04-01 08:45:00,6,2,0,4,77,23.95,7.42,2683.27,85.47,0.44
FL2304,VT-063,CCU,MAA,2026-04-01 10:02:00,2026-04-01 11:10:00,10,2,0,4,62,24.68,16.98,2573.88,51.34,0.95
FL2305,VT-063,BOM,DEL,2026-04-01 20:12:00,2026-04-01 22:38:00,20,2,0,4,31,21.29,23.17,8250.33,40.97,0.53
FL2306,VT-063,DEL,CCU,2026-04-01 23:09:00,2026-04-02 00:33:00,23,2,0,4,38,24.36,23.19,7071.12,43.6,0.94
FL2307,VT-063,CCU,MAA,2026-04-02 01:11:00,2026-04-02 02:20:00,1,3,0,4,61,33.21,24.16,2621.7,66.62,0.51
FL2308,VT-063,BOM,DEL,2026-04-02 11:21:00,2026-04-02 13:38:00,11,3,0,4,74,25.25,16.56,9663.83,65.15,0.36
FL2309,VT-063,DEL,CCU,2026-04-02 14:52:00,2026-04-02 16:48:00,14,3,0,4,70,28.41,17.4,4721.78,82.8,0.6
FL2310,VT-063,CCU,MAA,2026-04-02 17:58:00,2026-04-02 20:07:00,17,3,0,4,77,27.89,20.38,4124.7,78.36,0.44
FL2311,VT-063,BOM,DEL,2026-04-03 05:24:00,2026-04-03 06:24:00,5,4,0,4,84,27.91,11.43,5723.9,87.16,0.95
FL2312,VT-063,DEL,CCU,2026-04-03 07:48:00,2026-04-03 09:34:00,7,4,0,4,44,27.72,7.99,6079.88,63.03,0.93
FL2313,VT-063,CCU,MAA,2026-04-03 10:18:00,2026-04-03 12:26:00,10,4,0,4,35,25.28,23.6,5068.54,64.59,0.93
FL2314,VT-063,BOM,DEL,2026-04-03 21:01:00,2026-04-03 23:12:00,21,4,0,4,72,26.92,9.59,3596.57,41.89,0.75
FL2315,VT-063,DEL,CCU,2026-04-04 00:24:00,2026-04-04 01:26:00,0,5,1,4,47,22.9,10.25,2418.78,51.55,0.86
FL2316,VT-063,CCU,MAA,2026-04-04 02:13:00,2026-04-04 03:49:00,2,5,1,4,50,29.77,13.32,9822.83,50.03,0.45
FL2317,VT-063,BOM,DEL,2026-04-04 12:39:00,2026-04-04 13:58:00,12,5,1,4,76,34.74,10.84,3382.06,58.97,0.94
FL2318,VT-063,DEL,CCU,2026-04-04 15:14:00,2026-04-04 17:33:00,15,5,1,4,38,24.6,23.69,2387.71,50.51,0.7
FL2319,VT-063,CCU,MAA,2026-04-04 18:11:00,2026-04-04 19:24:00,18,5,1,4,71,37.07,17.31,2316.46,60.15,0.75
FL2320,VT-063,BOM,DEL,2026-04-05 04:35:00,2026-04-05 06:05:00,4,6,1,4,52,33.9,11.41,2748.16,61.36,0.39
FL2321,VT-063,DEL,CCU,2026-04-05 06:57:00,2026-04-05 08:25:00,6,6,1,4,45,35.6,23.95,5801.37,55.86,0.84
FL2322,VT-063,CCU,MAA,2026-04-05 09:10:00,2026-04-05 11:12:00,9,6,1,4,62,22.13,21.24,8937.22,73.65,0.33
FL2323,VT-064,DEL,BOM,2026-04-01 01:00:00,2026-04-01 03:10:00,1,2,0,4,74,29.92,16.33,8106.36,46.83,0.46
FL2324,VT-064,BOM,BLR,2026-04-01 04:24:00,2026-04-01 06:28:00,4,2,0,4,46,29.32,13.94,2056.77,80.97,0.55
FL2325,VT-064,BLR,HYD,2026-04-01 07:14:00,2026-04-01 08:59:00,7,2,0,4,56,36.55,15.82,7418.41,75.13,0.97
FL2326,VT-064,DEL,BOM,2026-04-01 17:55:00,2026-04-01 19:37:00,17,2,0,4,61,20.46,24.07,7136.88,54.91,0.39
FL2327,VT-064,BOM,BLR,2026-04-01 20:38:00,2026-04-01 21:38:00,20,2,0,4,60,32.98,21.85,4897.45,73.02,0.63
FL2328,VT-064,BLR,HYD,2026-04-01 22:38:00,2026-04-02 00:21:00,22,2,0,4,62,31.72,6.21,5306.74,67.33,0.61
FL2329,VT-064,DEL,BOM,2026-04-02 09:23:00,2026-04-02 10:43:00,9,3,0,4,68,24.9,19.97,8623.4,78.56,0.33
FL2330,VT-064,BOM,BLR,2026-04-02 11:51:00,2026-04-02 12:53:00,11,3,0,4,32,30.66,23.7,8679.65,82.13,0.51
FL2331,VT-064,BLR,HYD,2026-04-02 13:25:00,2026-04-02 14:34:00,13,3,0,4,59,24.47,13.59,5765.65,47.87,0.32
FL2332,VT-064,DEL,BOM,2026-04-02 23:33:00,2026-04-03 01:59:00,23,3,0,4,35,29.09,23.57,6637.9,73.35,0.94
FL2333,VT-064,BOM,BLR,2026-04-03 02:34:00,2026-04-03 04:03:00,2,4,0,4,45,29.43,11.91,6972.06,41.94,0.43
FL2334,VT-064,BLR,HYD,2026-04-03 04:48:00,2026-04-03 06:04:00,4,4,0,4,90,32.02,12.01,5014.49,66.68,0.3
FL2335,VT-064,DEL,BOM,2026-04-03 15:34:00,2026-04-03 16:35:00,15,4,0,4,61,32.51,9.82,3665.85,52.52,0.86
FL2336,VT-064,BOM,BLR,2026-04-03 17:36:00,2026-04-03 19:27:00,17,4,0,4,90,26.57,15.09,8925.16,52.07,0.35
FL2337,VT-064,BLR,HYD,2026-04-03 20:57:00,2026-04-03 22:01:00,20,4,0,4,64,27.55,12.13,7981.21,67.53,0.87
FL2338,VT-064,DEL,BOM,2026-04-04 07:05:00,2026-04-04 09:35:00,7,5,1,4,85,29.36,5.8,9874.58,59.17,0.41
FL2339,VT-064,BOM,BLR,2026-04-04 11:00:00,2026-04-04 13:10:00,11,5,1,4,69,40.0,18.33,4274.31,69.29,0.71
FL2340,VT-064,BLR,HYD,2026-04-04 14:19:00,2026-04-04 16:08:00,14,5,1,4,41,34.9,10.3,5589.06,66.88,0.76
FL2341,VT-064,DEL,BOM,2026-04-05 00:49:00,2026-04-05 01:53:00,0,6,1,4,85,29.21,20.68,5158.46,72.3,0.41
FL2342,VT-064,BOM,BLR,2026-04-05 03:18:00,2026-04-05 04:24:00,3,6,1,4,60,29.31,19.59,2162.73,50.26,0.64
FL2343,VT-064,BLR,HYD,2026-04-05 05:24:00,2026-04-05 06:57:00,5,6,1,4,46,32.55,22.57,6218.04,86.49,0.64
FL2344,VT-065,DEL,BOM,2026-04-01 06:00:00,2026-04-01 07:12:00,6,2,0,4,37,25.82,21.05,3975.72,84.98,0.94
FL2345,VT-065,BOM,BLR,2026-04-01 07:49:00,2026-04-01 09:13:00,7,2,0,4,71,29.89,23.87,6161.84,73.85,0.84
FL2346,VT-065,BLR,HYD,2026-04-01 10:24:00,2026-04-01 12:44:00,10,2,0,4,48,31.09,5.69,5980.53,47.74,0.43
FL2347,VT-065,DEL,BOM,2026-04-01 21:32:00,2026-04-01 23:29:00,21,2,0,4,56,26.01,12.3,5459.5,71.16,0.35
FL2348,VT-065,BOM,BLR,2026-04-02 00:25:00,2026-04-02 01:52:00,0,3,0,4,54,24.61,16.48,7099.24,67.84,0.82
FL2349,VT-065,BLR,HYD,2026-04-02 02:46:00,2026-04-02 03:47:00,2,3,0,4,56,30.06,11.71,8120.85,61.64,0.64
FL2350,VT-065,DEL,BOM,2026-04-02 12:43:00,2026-04-02 15:05:00,12,3,0,4,73,34.74,11.2,2686.35,44.55,0.95
FL2351,VT-065,BOM,BLR,2026-04-02 16:18:00,2026-04-02 17:44:00,16,3,0,4,58,36.16,18.79,3016.82,57.84,0.71
FL2352,VT-065,BLR,HYD,2026-04-02 18:42:00,2026-04-02 20:35:00,18,3,0,4,66,31.64,5.18,3611.19,87.95,0.73
FL2353,VT-065,DEL,BOM,2026-04-03 05:41:00,2026-04-03 06:47:00,5,4,0,4,80,28.89,10.23,2535.93,41.41,0.47
FL2354,VT-065,BOM,BLR,2026-04-03 08:07:00,2026-04-03 09:49:00,8,4,0,4,82,29.14,19.41,9346.28,60.4,0.43
FL2355,VT-065,BLR,HYD,2026-04-03 11:11:00,2026-04-03 12:15:00,11,4,0,4,42,33.88,15.34,9264.67,80.22,0.35
FL2356,VT-065,DEL,BOM,2026-04-03 20:57:00,2026-04-03 23:17:00,20,4,0,4,75,32.64,23.15,2979.85,66.7,0.92
FL2357,VT-065,BOM,BLR,2026-04-04 00:32:00,2026-04-04 02:43:00,0,5,1,4,50,37.07,13.2,5855.96,43.52,0.49
FL2358,VT-065,BLR,HYD,2026-04-04 03:33:00,2026-04-04 05:37:00,3,5,1,4,65,31.56,10.65,5686.95,73.57,0.41
FL2359,VT-065,DEL,BOM,2026-04-04 14:42:00,2026-04-04 16:20:00,14,5,1,4,67,29.38,14.73,7908.31,83.34,0.74
FL2360,VT-065,BOM,BLR,2026-04-04 17:27:00,2026-04-04 18:43:00,17,5,1,4,37,26.76,23.92,3060.59,78.73,0.49
FL2361,VT-065,BLR,HYD,2026-04-04 19:20:00,2026-04-04 21:33:00,19,5,1,4,81,31.47,23.67,7759.68,77.69,0.45
FL2362,VT-065,DEL,BOM,2026-04-05 06:54:00,2026-04-05 08:26:00,6,6,1,4,30,38.34,20.4,2831.68,88.12,0.92
FL2363,VT-065,BOM,BLR,2026-04-05 08:56:00,2026-04-05 10:43:00,8,6,1,4,34,25.97,10.41,8582.08,65.92,0.62
FL2364,VT-065,BLR,HYD,2026-04-05 11:17:00,2026-04-05 12:23:00,11,6,1,4,81,33.04,19.6,5287.46,71.46,0.79
FL2365,VT-066,MAA,CCU,2026-04-01 06:00:00,2026-04-01 07:27:00,6,2,0,4,64,23.03,19.22,2415.73,82.99,0.62
FL2366,VT-066,CCU,DEL,2026-04-01 08:31:00,2026-04-01 10:42:00,8,2,0,4,37,26.5,14.66,9094.65,58.92,0.82
FL2367,VT-066,DEL,BOM,2026-04-01 11:19:00,2026-04-01 13:42:00,11,2,0,4,62,26.78,6.94,5808.45,89.58,0.84
FL2368,VT-066,MAA,CCU,2026-04-01 22:44:00,2026-04-02 00:45:00,22,2,0,4,38,30.03,9.67,5276.49,79.0,0.84
FL2369,VT-066,CCU,DEL,2026-04-02 01:23:00,2026-04-02 03:40:00,1,3,0,4,44,24.09,9.56,9377.79,69.63,0.57
FL2370,VT-066,DEL,BOM,2026-04-02 04:24:00,2026-04-02 05:46:00,4,3,0,4,61,39.99,16.2,5891.24,65.25,0.42
FL2371,VT-066,MAA,CCU,2026-04-02 14:47:00,2026-04-02 16:09:00,14,3,0,4,85,30.18,21.25,6334.08,46.55,0.84
FL2372,VT-066,CCU,DEL,2026-04-02 17:34:00,2026-04-02 18:37:00,17,3,0,4,38,26.2,15.37,2900.87,86.7,0.43
FL2373,VT-066,DEL,BOM,2026-04-02 19:15:00,2026-04-02 21:06:00,19,3,0,4,35,28.63,10.06,5253.09,59.16,0.86
FL2374,VT-066,MAA,CCU,2026-04-03 05:41:00,2026-04-03 08:08:00,5,4,0,4,30,24.93,10.34,6072.91,47.37,0.73
FL2375,VT-066,CCU,DEL,2026-04-03 08:38:00,2026-04-03 10:00:00,8,4,0,4,59,29.33,16.31,7717.62,86.89,0.94
FL2376,VT-066,DEL,BOM,2026-04-03 10:59:00,2026-04-03 13:17:00,10,4,0,4,42,28.4,22.9,9776.43,82.97,0.38
FL2377,VT-066,MAA,CCU,2026-04-03 21:59:00,2026-04-03 23:21:00,21,4,0,4,35,27.02,23.95,5386.86,40.47,0.61
FL2378,VT-066,CCU,DEL,2026-04-03 23:56:00,2026-04-04 01:24:00,23,4,0,4,76,30.23,11.77,5787.48,70.66,0.91
FL2379,VT-066,DEL,BOM,2026-04-04 02:40:00,2026-04-04 05:03:00,2,5,1,4,59,27.58,18.24,5472.39,80.97,0.93
FL2380,VT-066,MAA,CCU,2026-04-04 14:02:00,2026-04-04 16:32:00,14,5,1,4,88,30.35,10.69,2376.49,73.43,0.9
FL2381,VT-066,CCU,DEL,2026-04-04 18:00:00,2026-04-04 20:06:00,18,5,1,4,61,25.86,8.26,8499.31,82.67,0.94
FL2382,VT-066,DEL,BOM,2026-04-04 21:07:00,2026-04-04 22:30:00,21,5,1,4,61,31.8,11.41,6418.7,42.53,0.33
FL2383,VT-066,MAA,CCU,2026-04-05 07:31:00,2026-04-05 09:53:00,7,6,1,4,68,28.95,19.41,5555.84,52.81,0.43
FL2384,VT-066,CCU,DEL,2026-04-05 11:01:00,2026-04-05 13:29:00,11,6,1,4,67,28.21,14.7,4839.96,56.04,0.97
FL2385,VT-066,DEL,BOM,2026-04-05 14:36:00,2026-04-05 16:00:00,14,6,1,4,90,25.14,17.83,2187.46,61.51,0.91
FL2386,VT-067,BLR,HYD,2026-04-01 02:00:00,2026-04-01 03:13:00,2,2,0,4,69,27.7,20.17,6848.11,68.52,0.34
FL2387,VT-067,HYD,PNQ,2026-04-01 04:22:00,2026-04-01 06:44:00,4,2,0,4,43,28.88,7.81,6980.4,50.39,0.65
FL2388,VT-067,PNQ,DEL,2026-04-01 07:27:00,2026-04-01 09:35:00,7,2,0,4,79,22.92,23.97,8739.71,76.12,0.35
FL2389,VT-067,BLR,HYD,2026-04-01 18:54:00,2026-04-01 21:24:00,18,2,0,4,66,31.47,7.12,5942.25,48.04,0.98
FL2390,VT-067,HYD,PNQ,2026-04-01 22:30:00,2026-04-02 00:47:00,22,2,0,4,47,29.82,12.28,7115.09,46.45,0.6
FL2391,VT-067,PNQ,DEL,2026-04-02 01:34:00,2026-04-02 02:49:00,1,3,0,4,39,25.07,10.49,9102.01,42.03,0.94
FL2392,VT-067,BLR,HYD,2026-04-02 11:28:00,2026-04-02 12:37:00,11,3,0,4,75,27.93,20.79,2249.71,88.34,0.67
FL2393,VT-067,HYD,PNQ,2026-04-02 13:52:00,2026-04-02 14:58:00,13,3,0,4,44,33.41,11.07,4900.67,43.32,0.99
FL2394,VT-067,PNQ,DEL,2026-04-02 15:42:00,2026-04-02 18:11:00,15,3,0,4,72,30.43,13.85,9591.33,52.3,0.67
FL2395,VT-067,BLR,HYD,2026-04-03 03:23:00,2026-04-03 05:12:00,3,4,0,4,89,28.72,14.65,7622.93,43.4,0.44
FL2396,VT-067,HYD,PNQ,2026-04-03 06:41:00,2026-04-03 08:42:00,6,4,0,4,66,32.79,8.78,6587.93,50.76,0.9
FL2397,VT-067,PNQ,DEL,2026-04-03 09:48:00,2026-04-03 10:58:00,9,4,0,4,39,26.66,23.84,6147.94,57.62,0.46
FL2398,VT-067,BLR,HYD,2026-04-03 19:37:00,2026-04-03 21:14:00,19,4,0,4,82,31.83,23.88,5170.22,74.69,0.64
FL2399,VT-067,HYD,PNQ,2026-04-03 22:36:00,2026-04-04 00:18:00,22,4,0,4,53,38.39,15.25,4142.19,62.75,0.63
FL2400,VT-067,PNQ,DEL,2026-04-04 01:11:00,2026-04-04 03:34:00,1,5,1,4,81,31.19,11.59,2337.6,64.81,0.68
FL2401,VT-067,BLR,HYD,2026-04-04 12:55:00,2026-04-04 15:07:00,12,5,1,4,73,30.56,8.37,8083.72,89.25,0.96
FL2402,VT-067,HYD,PNQ,2026-04-04 16:20:00,2026-04-04 17:27:00,16,5,1,4,81,31.18,19.09,5630.77,67.03,0.89
FL2403,VT-067,PNQ,DEL,2026-04-04 18:48:00,2026-04-04 20:05:00,18,5,1,4,38,29.05,14.6,4985.66,64.66,0.71
FL2404,VT-067,BLR,HYD,2026-04-05 04:43:00,2026-04-05 06:09:00,4,6,1,4,66,34.41,6.99,6833.39,46.05,0.36
FL2405,VT-067,HYD,PNQ,2026-04-05 07:15:00,2026-04-05 09:11:00,7,6,1,4,35,35.77,15.55,5222.28,69.44,0.36
FL2406,VT-067,PNQ,DEL,2026-04-05 09:46:00,2026-04-05 11:15:00,9,6,1,4,58,25.0,24.74,6489.2,74.37,0.53
FL2407,VT-068,MAA,CCU,2026-04-01 06:00:00,2026-04-01 07:12:00,6,2,0,4,49,28.94,6.89,9806.97,54.31,0.6
FL2408,VT-068,CCU,DEL,2026-04-01 08:01:00,2026-04-01 10:07:00,8,2,0,4,80,29.56,21.21,6292.63,53.91,0.34
FL2409,VT-068,DEL,BOM,2026-04-01 11:27:00,2026-04-01 12:41:00,11,2,0,4,89,30.14,8.25,9160.27,74.3,0.47
FL2410,VT-068,MAA,CCU,2026-04-01 22:10:00,2026-04-01 23:18:00,22,2,0,4,66,30.74,16.45,5236.16,58.18,0.45
FL2411,VT-068,CCU,DEL,2026-04-02 00:24:00,2026-04-02 02:24:00,0,3,0,4,33,28.32,18.39,9765.34,48.79,0.72
FL2412,VT-068,DEL,BOM,2026-04-02 02:57:00,2026-04-02 04:20:00,2,3,0,4,74,24.03,10.08,8601.08,64.26,0.68
FL2413,VT-068,MAA,CCU,2026-04-02 13:34:00,2026-04-02 15:21:00,13,3,0,4,37,21.5,11.1,3454.47,44.3,0.8
FL2414,VT-068,CCU,DEL,2026-04-02 15:58:00,2026-04-02 17:17:00,15,3,0,4,47,32.45,12.81,5326.2,63.46,0.56
FL2415,VT-068,DEL,BOM,2026-04-02 18:04:00,2026-04-02 19:45:00,18,3,0,4,52,26.09,7.01,4477.05,73.19,0.77
FL2416,VT-068,MAA,CCU,2026-04-03 04:37:00,2026-04-03 06:05:00,4,4,0,4,76,28.66,8.87,3682.98,41.15,0.93
FL2417,VT-068,CCU,DEL,2026-04-03 07:21:00,2026-04-03 08:32:00,7,4,0,4,30,22.82,9.21,3820.27,53.98,0.39
FL2418,VT-068,DEL,BOM,2026-04-03 09:02:00,2026-04-03 10:46:00,9,4,0,4,64,27.46,7.68,7158.05,56.98,0.8
FL2419,VT-068,MAA,CCU,2026-04-03 19:50:00,2026-04-03 20:54:00,19,4,0,4,63,30.83,16.15,4048.17,72.54,0.38
FL2420,VT-068,CCU,DEL,2026-04-03 21:57:00,2026-04-03 23:51:00,21,4,0,4,45,20.39,10.36,6832.04,83.57,1.0
FL2421,VT-068,DEL,BOM,2026-04-04 00:36:00,2026-04-04 01:45:00,0,5,1,4,74,35.57,17.16,5237.65,51.26,0.48
FL2422,VT-068,MAA,CCU,2026-04-04 10:59:00,2026-04-04 12:50:00,10,5,1,4,72,20.94,23.28,4946.36,58.67,0.57
FL2423,VT-068,CCU,DEL,2026-04-04 14:02:00,2026-04-04 16:05:00,14,5,1,4,33,28.6,21.73,7206.31,70.71,0.53
FL2424,VT-068,DEL,BOM,2026-04-04 16:38:00,2026-04-04 18:48:00,16,5,1,4,66,30.15,12.97,5977.34,73.37,0.31
FL2425,VT-068,MAA,CCU,2026-04-05 03:54:00,2026-04-05 06:19:00,3,6,1,4,47,34.37,22.43,5573.92,57.15,0.4
FL2426,VT-068,CCU,DEL,2026-04-05 07:06:00,2026-04-05 09:23:00,7,6,1,4,43,29.3,13.07,7429.28,61.04,0.97
FL2427,VT-068,DEL,BOM,2026-04-05 10:06:00,2026-04-05 11:13:00,10,6,1,4,31,18.4,16.99,8459.82,45.47,0.58
FL2428,VT-069,DEL,BOM,2026-04-01 04:00:00,2026-04-01 05:24:00,4,2,0,4,56,33.19,22.22,2626.71,43.63,0.9
FL2429,VT-069,BOM,BLR,2026-04-01 06:20:00,2026-04-01 08:20:00,6,2,0,4,67,22.51,9.26,7350.03,67.14,0.88
FL2430,VT-069,BLR,HYD,2026-04-01 09:27:00,2026-04-01 11:10:00,9,2,0,4,80,32.58,13.3,4615.54,70.33,0.95
FL2431,VT-069,DEL,BOM,2026-04-01 20:30:00,2026-04-01 21:46:00,20,2,0,4,76,30.33,21.74,9963.87,41.13,0.38
FL2432,VT-069,BOM,BLR,2026-04-01 23:02:00,2026-04-02 01:08:00,23,2,0,4,79,34.72,10.7,3913.69,79.35,0.34
FL2433,VT-069,BLR,HYD,2026-04-02 02:27:00,2026-04-02 03:40:00,2,3,0,4,63,31.61,12.39,6046.47,68.02,0.81
FL2434,VT-069,DEL,BOM,2026-04-02 12:43:00,2026-04-02 14:42:00,12,3,0,4,30,34.91,16.71,6380.93,72.02,0.48
FL2435,VT-069,BOM,BLR,2026-04-02 15:12:00,2026-04-02 17:40:00,15,3,0,4,34,23.68,6.69,2954.17,51.23,0.65
FL2436,VT-069,BLR,HYD,2026-04-02 18:14:00,2026-04-02 19:18:00,18,3,0,4,67,31.97,20.78,4807.8,60.23,0.58
FL2437,VT-069,DEL,BOM,2026-04-03 04:25:00,2026-04-03 06:47:00,4,4,0,4,70,33.33,8.84,2489.73,69.55,0.99
FL2438,VT-069,BOM,BLR,2026-04-03 07:57:00,2026-04-03 09:55:00,7,4,0,4,35,27.13,21.59,7631.49,87.28,0.59
FL2439,VT-069,BLR,HYD,2026-04-03 10:30:00,2026-04-03 11:35:00,10,4,0,4,84,33.24,18.24,5718.84,71.53,0.61
FL2440,VT-069,DEL,BOM,2026-04-03 20:59:00,2026-04-03 22:24:00,20,4,0,4,57,30.14,15.57,8484.83,76.78,0.76
FL2441,VT-069,BOM,BLR,2026-04-03 23:21:00,2026-04-04 00:22:00,23,4,0,4,83,24.5,7.27,7764.93,65.02,0.93
FL2442,VT-069,BLR,HYD,2026-04-04 01:45:00,2026-04-04 03:32:00,1,5,1,4,37,32.74,7.96,7970.51,40.42,0.42
FL2443,VT-069,DEL,BOM,2026-04-04 12:09:00,2026-04-04 14:19:00,12,5,1,4,90,21.39,16.62,7715.1,85.83,0.79
FL2444,VT-069,BOM,BLR,2026-04-04 15:49:00,2026-04-04 17:43:00,15,5,1,4,45,26.01,5.03,2961.27,66.73,0.77
FL2445,VT-069,BLR,HYD,2026-04-04 18:28:00,2026-04-04 20:35:00,18,5,1,4,40,36.49,13.35,7845.43,66.09,0.35
FL2446,VT-069,DEL,BOM,2026-04-05 05:15:00,2026-04-05 07:12:00,5,6,1,4,87,31.74,19.5,9158.1,45.88,0.99
FL2447,VT-069,BOM,BLR,2026-04-05 08:39:00,2026-04-05 10:22:00,8,6,1,4,79,28.42,9.19,2094.24,89.87,0.5
FL2448,VT-069,BLR,HYD,2026-04-05 11:41:00,2026-04-05 13:44:00,11,6,1,4,48,26.01,16.6,9232.28,56.01,0.77
FL2449,VT-070,DEL,BOM,2026-04-01 00:00:00,2026-04-01 02:06:00,0,2,0,4,54,32.08,8.76,6998.36,56.82,0.45
FL2450,VT-070,BOM,BLR,2026-04-01 03:00:00,2026-04-01 04:21:00,3,2,0,4,80,26.23,23.04,5177.5,52.26,0.61
FL2451,VT-070,BLR,HYD,2026-04-01 05:41:00,2026-04-01 06:53:00,5,2,0,4,72,27.81,11.41,7955.35,88.56,0.61
FL2452,VT-070,DEL,BOM,2026-04-01 16:05:00,2026-04-01 18:04:00,16,2,0,4,67,30.8,8.14,7524.98,65.67,0.76
FL2453,VT-070,BOM,BLR,2026-04-01 19:11:00,2026-04-01 21:38:00,19,2,0,4,52,34.38,22.79,5523.48,85.06,0.83
FL2454,VT-070,BLR,HYD,2026-04-01 22:30:00,2026-04-02 00:26:00,22,2,0,4,39,39.97,11.51,9868.78,73.37,0.33
FL2455,VT-070,DEL,BOM,2026-04-02 09:05:00,2026-04-02 11:09:00,9,3,0,4,58,28.9,11.53,6986.52,42.82,0.32
FL2456,VT-070,BOM,BLR,2026-04-02 12:07:00,2026-04-02 14:26:00,12,3,0,4,46,22.14,13.77,4101.55,48.24,0.78
FL2457,VT-070,BLR,HYD,2026-04-02 15:12:00,2026-04-02 17:34:00,15,3,0,4,51,27.65,15.29,3601.23,55.98,0.71
FL2458,VT-070,DEL,BOM,2026-04-03 02:25:00,2026-04-03 03:48:00,2,4,0,4,39,33.28,19.33,7355.08,63.85,0.75
FL2459,VT-070,BOM,BLR,2026-04-03 04:27:00,2026-04-03 05:51:00,4,4,0,4,61,33.27,5.77,6971.72,78.89,0.65
FL2460,VT-070,BLR,HYD,2026-04-03 06:52:00,2026-04-03 08:14:00,6,4,0,4,38,24.62,17.86,7542.41,83.55,0.54
FL2461,VT-070,DEL,BOM,2026-04-03 16:52:00,2026-04-03 18:37:00,16,4,0,4,40,26.56,20.4,6490.85,84.14,0.67
FL2462,VT-070,BOM,BLR,2026-04-03 19:17:00,2026-04-03 20:44:00,19,4,0,4,43,40.57,19.99,9717.52,43.68,0.34
FL2463,VT-070,BLR,HYD,2026-04-03 21:27:00,2026-04-03 23:15:00,21,4,0,4,44,32.39,23.75,6239.01,70.75,0.64
FL2464,VT-070,DEL,BOM,2026-04-04 07:59:00,2026-04-04 09:19:00,7,5,1,4,36,30.72,19.94,4493.63,55.31,0.89
FL2465,VT-070,BOM,BLR,2026-04-04 09:55:00,2026-04-04 11:19:00,9,5,1,4,66,28.91,6.45,9048.84,52.83,0.72
FL2466,VT-070,BLR,HYD,2026-04-04 12:25:00,2026-04-04 13:52:00,12,5,1,4,43,30.74,13.29,7516.27,57.2,0.49
FL2467,VT-070,DEL,BOM,2026-04-04 22:35:00,2026-04-05 00:43:00,22,5,1,4,89,31.81,24.93,8006.32,72.24,0.55
FL2468,VT-070,BOM,BLR,2026-04-05 02:12:00,2026-04-05 04:19:00,2,6,1,4,40,36.19,15.75,8726.28,41.67,0.56
FL2469,VT-070,BLR,HYD,2026-04-05 04:59:00,2026-04-05 06:07:00,4,6,1,4,57,31.28,9.74,5578.18,43.62,0.97
FL2470,VT-071,BOM,DEL,2026-04-01 00:00:00,2026-04-01 01:00:00,0,2,0,4,69,31.06,16.08,9446.66,40.27,0.82
